,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.3854049736894913,0.0845054674726753,0.545311909460338,0.1316991743336109,0.009486656489573773,0.23280044791947707,0.011174442645703641,0.0897562905090316,0.12872878213604533,5.0173981197847244e-05,5.195397601639822e-06,0.6730726386428165,0.10255834883254905,1.3713991885741416e-05,0.01569884675929294,0.055899444731980406,0.22523295615317201,0.22847651925848125,0.13830156406319694,0.021830861113513383,0.08614130393002288,2.3397227057378588e-06,0.01946974360721087,0.12059085764733612,0.3159446539139336,0.022555438304523733,0.14012255038896462,0.031204220191495727,9.205310393502306e-09,0.6724452090863542,4.484107914796812e-07,0.03940772873127831,0.4018703045249413,0.20793862920863,0.04788743409229301,0.0007125599324768466,0.08458367958752351,0.00825098638996519,0.2404331478529881,0.18020522082612556,0.2785111463427129,0.45678906780070894,0.2813992661419526,0.11310188412878053,0.3070516887705827,5.651626554484502e-51,0.0578255172068594,0.0013536980105168911,0.8698888473583362,0.0
1,0.03892080021775241,0.008496792915297209,0.02311204074423591,0.08836709400905254,0.5042052796839542,0.6613734098486498,0.08190329647981648,0.046570847162983466,0.27017320465606853,5.621929798494012e-07,0.06833716941337754,0.7900050652113817,0.7423003909667472,8.714447518278063e-10,7.079740089303698e-06,0.00639790681477329,0.06286925002344192,0.49223857845329094,0.3912987252657246,0.4850471970455103,0.0007663655609468981,2.5033517726436695e-13,0.09195708565839938,0.6873667718873785,0.09383276801485557,0.001600226280795144,0.49070549153165954,0.05930788152035004,0.0014549039629710092,0.2343239668648637,0.1974933388662098,0.012242342349195925,0.11201986109698202,0.7113550506899665,0.17249194597651007,0.010870426261202338,0.2989992401744564,0.03642996838218045,0.2132479454618342,0.32403621329367,0.016909963896411702,0.10562095581112527,0.11206759657164557,0.46506570081402476,0.2509108463740867,2.2860504046944186e-49,0.38415300675728187,0.0009548513825552082,0.11212944354529573,0.0
2,0.1740372520278978,0.015288084537420152,0.684158208441859,0.31313390673881514,0.04501365635245104,0.9573449686502935,9.147012465466497e-07,0.6333855558410377,0.12788360761925507,0.014179958331570932,0.534524250267874,0.6044657859766588,0.11163187782498477,0.0014908157133140909,0.0008943130157291932,0.0014457935243468846,0.42356700329728053,0.7926509825333007,0.032680907674974946,0.06252217521859235,0.009103265725433162,0.049654525241711725,3.1011782386536944e-05,0.5564838773412591,0.5278005557466827,0.004624696258658152,0.09077924468320088,0.29284879253709023,0.14128056455732108,0.41585918643306036,0.09419800232817255,0.0001502171887692657,0.2009503800359086,0.6731562178183095,0.8369176683490948,0.04982112616300831,0.1915028122577418,0.19759854722974624,0.9891420722966202,0.0016254097961554965,4.022426683096305e-06,0.1183143517103947,0.8714266571682275,0.033339027752026004,0.8474911322561215,5.2353955329365256e-05,0.2420424275081193,0.04473909998898395,0.09862998223730017,0.0
3,0.04904704658655754,0.17530448089856754,0.24004753233436565,0.08861870696047121,0.21750571881001826,0.6086234182864844,0.4222194481464229,0.37833762872558613,0.32482382847648705,0.03617783346173138,0.03295144757866011,0.18482975898312148,0.09341645577083818,7.933272944865685e-06,0.03536613575067764,0.0018749459749922816,0.07706910661766404,0.0007342019796745308,0.12923449922651606,0.2805475254487692,0.0014665042250446073,3.1227962519910582e-06,0.2989946366589538,0.4975220896586484,0.2714620534192443,1.8589782885223717e-06,0.7355435187427998,0.21416004859295767,4.628348285259505e-06,0.0775114667444417,1.3741144720168247e-06,0.1675560381759345,0.8276402998394209,0.4865045572865384,0.6206498481709412,0.21236166477151563,0.26934892845933367,0.28000578610275206,0.38414122170125703,0.4831929056173355,0.035225722313286606,0.29522704460169347,0.9152952252203096,0.03156100842394508,0.10172771194189541,0.08538465167372272,0.18769427171469877,0.03615628246515143,0.14686731070912007,0.0
4,0.2509041030630517,0.29290243719243186,0.6555740353202718,0.18836081788115114,0.18118830589266746,0.1952687044562646,0.04564779144978536,0.12554605009911723,0.6066764640581832,0.10958743571666134,0.40926868806185956,0.43103356241420043,0.31622564084090715,0.02016928106444836,0.005637568861892603,0.1780429493377427,0.20432694204114824,0.18017176310607544,0.9459956152785132,0.5881729548982533,0.01633246251603594,0.0001529453020771318,0.10114883380260019,0.19769844614984475,0.27401986500113107,0.03052512978991505,0.7586774760416058,0.06481673127379708,3.120607467310913e-10,0.08929463777819611,0.3320967474483286,0.060990515585464436,0.1472851084026855,0.15015409839508997,0.2902917039226528,0.08993503498067623,0.12417229145339201,0.01736077259070209,0.7861559334992182,0.022874981573920122,0.00017577287774866142,0.5786097747412361,0.20849647814402966,0.3919098105846135,0.6013701568287945,0.00024913634572703013,0.08430869349006082,0.016486294242054774,0.2515935236775811,0.0
5,0.33229680613394447,0.7626646973821145,0.3325259377831376,0.3384604929781259,0.6085221288913925,0.1864617468206257,0.03994006613647666,0.05315713003038438,0.0552091273714114,0.0016302106085547162,0.538859435063393,0.5435954732646098,0.5988802669612106,0.00025040867977598505,0.00047289811660169696,0.049318480811214475,0.04054007148802416,0.3170356188225609,0.24027424699250147,0.8021711882880732,0.2539136125504701,0.15199758699475052,0.023183370305911374,0.16921203624521813,0.4432167174248979,0.009222929233172224,0.5306527066887808,0.1196124809626761,0.029649023816092163,0.1973619148308608,0.0007934754493645354,0.040859620518973794,0.028409585051945185,0.009737173246134607,0.08660047387191824,0.001024600792941445,0.0882526355186128,0.13426173591703736,0.09645030889428742,0.009824402776582973,0.015408964937849837,0.04403374160675693,0.024212590685522978,0.036083130818202885,0.08243754484536006,3.528529781006159e-14,0.015920476926021408,0.127975595382281,0.09614411093521708,0.0
6,0.5067408885748578,0.06214305294766028,0.10817936436034031,0.5347410675950387,0.3989756990048276,0.051722237723591157,0.12358846811382518,0.33953500338817166,0.08516388553682144,0.000338612731647995,0.23140663143942247,0.9621963969615821,0.3622957530394729,0.04591906061221952,0.00021050965332738392,0.06112978907321344,0.10131928613782386,0.1511084764544035,0.023673010784424908,0.10368053748654457,0.2634570653665064,3.493464457650865e-06,0.3830509874331917,0.11417560864736892,0.08964758330721863,0.004203652315105578,0.6000305510892593,0.0035170847521772543,0.15520367439024665,0.19953856252327493,0.4063467902974056,0.10649861766306971,0.07687860550560734,0.061138486380581135,0.1399667900099281,3.137494385391385e-05,0.029058531297749733,0.05178635586968809,0.0035094040445372995,0.037114197461801175,0.27146036466230156,0.020074872836395037,0.853884428268894,0.5324148033607036,0.12596077957176552,1.4177417474470857e-07,0.5615555218132051,0.010014131650907277,0.2783322764239679,0.0
7,0.9444769818675531,0.12733512204718014,0.39896940866861225,0.07334446274399045,0.16359472832377,0.2569436229799532,4.0866698686604564e-08,0.27410670131813547,0.31345288518495057,1.607286328658511e-09,0.009327571579513486,0.021547628528682167,0.5812718649894206,0.014711675470980927,0.004626135688025629,0.014113322683032815,0.7988330454928794,0.32163359780379946,0.13821088595119266,0.031501729305588685,0.2651926613418207,5.348764187388224e-09,0.15705754009226777,0.052037663680107,0.03422506547598211,0.013693222512750843,0.09647424833466013,0.32217752367993396,0.3510811540861278,0.4492208430264242,0.04580985016463562,0.21089583686388458,0.4107815548766233,0.41823690755150367,0.011802686084382025,0.02809636909384965,0.0451223293259219,0.01091227503354534,0.3807172955166241,0.0013207066077892565,0.012422995542761734,0.7678945739594483,0.9276906780456808,0.0867104710954566,0.359570631528278,9.361414100591039e-48,0.035718775264750195,0.40795208244519243,0.2644582321768566,0.0
8,0.03698679842352784,0.38006381747098444,0.22992214737325206,0.010693655177938242,0.4493605450278958,0.10287612148479347,0.000148567157215698,0.17418893506539063,0.09223066491488181,0.25519725390946324,0.11604545088070789,0.7241277006258849,0.2208948268070735,0.14952815552839702,0.3043999237360287,0.017198718028493334,0.5081696255517064,0.017727451843743025,0.48544404986475614,0.16484913195307896,0.0007574294880045694,9.684331690551128e-05,0.016192794953411718,0.10246584180209779,0.2050664463527335,0.05317064982721981,0.1705216444694307,0.24044305913008696,0.028302514501924343,0.00227186532570796,2.197355602385489e-07,0.00605262128766529,0.6022514088812548,0.15734407392328265,0.00424451772359662,1.1293661775425416e-07,0.5464709300700924,0.07100825722586002,0.2267763305761111,0.013101673589663663,0.09317260059680578,0.07836472532224399,0.29987481818794265,0.47543516424118093,0.011921941437283964,2.8694575700843554e-06,0.02303105418633782,0.22552699339116697,0.0761310645110476,0.0
9,0.5116002591400968,0.08752150353509927,0.08774522358018033,0.1924264632185677,0.9441961880802094,0.6578002191040275,0.015309672113124671,0.10389165680674825,0.5820674564896141,0.00011818396849135167,0.07590014021970216,0.2816347038800096,0.1728476950049245,0.00048778198172937033,0.0003731180221266583,0.008421615488896257,0.528476717734056,0.07731449672232886,0.3794605192935726,0.3148249360286864,0.035467849492068604,0.0660339780522405,0.23111523129250328,0.4077335892889723,0.06727570484051813,3.921505373173795e-06,0.2538163228027173,0.8566358555407506,0.02440872717897936,0.43140537591522216,0.0009195359467492091,0.23139739353422487,0.9934668243009995,0.7145874506953446,0.056417318282303744,0.01086703985244984,0.023686046667783543,0.34089993045204625,0.8303971108928356,0.1699608669680189,0.28810752434345194,0.13589787135355075,0.09111704807424768,0.24807207699974734,0.029751397182840218,3.379805763790055e-05,0.02395820881835403,0.14769950623945236,0.5544201207049189,0.0
